,user_id,actual,recommendations
409,587,[1035321  890695  937406],"[1106523, 1029743, 5569230, 878996, 8090537]"
410,588,"[ 826842  908064 1068292 1097363  934172  859010  859075 1106523 7462562
 5981072  893018  901062  951412 7410336]","[916122, 866211, 933835, 1127831, 885863]"
411,590,"[ 1097363   830070   962229  1044078  1128240  1139216  1127500 15926886
  5568489  5569845  8090521  8090537   863447  5569230  9835223 12132685]","[1106523, 899624, 944534, 965766, 844179]"
412,591,[1007549],"[916122, 1044078, 999858, 899624, 870547]"
413,594,"[  962229  5592931   819845  1076056 15717057   833866   854261   865456
   866211   880168   896085   923149  1106523  1135476  8090537 10285373
 12731517 15831255]","[8090537, 1106523, 1029743, 823704, 5569230]"
414,595,[977658],"[1106523, 1029743, 5569230, 897954, 866211]"
415,596,"[  972143  1029743  1044078  7466852 12731544   858649   890955  1006184
  1081177  1054262  1106523  1122568  1127025  8090537   831407   865992
  1025581  1037863  1084036  1091383  8090545  9527184]","[1106523, 8090537, 896613, 965267, 8090521]"
416,598,"[ 849697  960791 1043787 9553048  862010 5981072  859154 1106523 1050741
  924198 1056620  829852 1000237 1022254 1026118 1070702]","[965766, 878996, 1106523, 6034857, 866211]"
417,600,"[ 951590 1046587 1133254 5568995  853887  859877  938138 1000753 1021324
  856252  862860  885697 1037863 1102879 1029743 1042907 5981072 5569230
  897125 7166861  831509  884945  966348]","[5569230, 5569845, 1029743, 1044078, 916122]"
418,602,"[ 968164 1006586 7441192 8069336  908283  987044  995916 1029743 1098694
 7441102 9420082]","[1029743, 944139, 1067606, 1126899, 983584]"
419,603,[ 945909 9926758],"[1051323, 1106523, 1127758, 1044078, 1025535]"
420,604,"[  883932   933835   940947   948468  1024731  1082185  1100049  1119667
  5569374  9835509 10150194   866211   883268   900586   901776   914577
  1056492 12754036   879876   880150   999599  1043301  1060318  1090676
  1135476  9655528]","[1127831, 5569374, 866211, 10149640, 6979545]"
421,605,"[  884039   948670   959821   965772   970028  1015548  1130458  9803601
  1025924  1112667  7168895 13133916]","[1048068, 1029743, 866211, 916122, 948670]"
422,606,"[ 845208  973086  990688 7167865  819487  848107  878996  880427  887526
  899624  933354  943169  970160 1040346 7441873]","[1029743, 878996, 916122, 866211, 854852]"
423,608,"[  836445   941856   944534   972235  1103105  1127838  5565802  6979753
  7441873  5570882  8019186   846833   859426   919534  1013928  1018809
  1038462  1106523 13115914  1051323   863762   870390   995880   965766
   985999 15926844 15926887]","[1106523, 941856, 1013928, 965766, 1075175]"
424,610,[ 847962  875089 1027068 1081177],"[878996, 1106523, 1029743, 865456, 5585510]"
425,611,"[  823721  1110218  8090536  8090546  9268695   849578  1044724   918598
  1007929  1077429  6533362  6534030  7168057   956599   973916   842140
   856252   920070   940090  1029743  1040701  5568072  6463775  7441498
 12648296]","[1029743, 8177622, 5568072, 878996, 8090536]"
426,612,"[  871756   922460  1029743  1099446  1103476  6553237  7025275  9337958
  9935616   839656   870428   949142   965766   992649  5568378  9881593
 12132648   826695   854405  1108168  1137387]","[1029743, 850102, 8090537, 871061, 8090521]"
427,613,"[  891463  1131344   829138   871756   913278   958233  1029685  1049735
  1085983 12731544   986912  1053282]","[5569230, 5569845, 1106523, 1029743, 893018]"
428,614,"[  885447   889692  1044078   878996   921504   986912  1000753  1062002
  1110695 12781558  7467039   848029   939636   961792  1002850  1135476
  9487498]","[965766, 1029743, 947201, 883003, 902172]"
429,615,[1082185  856345 9420140],"[971922, 883003, 1106523, 948670, 1029743]"
430,617,"[  854852   896613   995876  1126899  9296853  9297194 10344585 12810393
 13008079]","[1081177, 854405, 854852, 878996, 1127831]"
431,621,"[  965766  1112825  1116741 12301405 13672066   878222   963683   966778
  1117602 13671735   843929   844179   862335   888054  1059922  1125943
   993638  9926758 13672065]","[1132771, 5569230, 844179, 986912, 1007512]"
432,622,"[ 1013167  1038663  1043837  1106523  8181159 13213202   965766  8273833
  8293447 12949590]","[1106523, 965766, 1029743, 8090521, 8090537]"
433,624,"[  948650   950894  1044078  1101173  1139525  5590613  5592931   899624
  5591939   845208   866211   902094   916122   936355   982790  1096066
  9527184 12302069   826690]","[8090537, 1044078, 844179, 899624, 1106523]"
434,630,"[  858373  1035321  1082185  6034857  6443350  6464147 15926886  1110779
  1138443  8090993   825365   880895   923673]","[1135258, 899624, 1000753, 825343, 916122]"
435,631,"[ 899682  979707 1082185 1016782  906883 1059823  863030  948086  996795
 7442056 1092118 1016709  841309  904521  937413 1135476  845677]","[937292, 852856, 999858, 999270, 940947]"
436,632,"[ 820321  910473  933835  916122  944534  977559 1026118 1044078 1068292
 1079987 1122568 7442056  838571  909714  938138 1029743 1082185 9242395
  842264  844179  849018  899201 1077439 1122358 1130029 5568197 9655676]","[1029743, 874972, 916122, 844179, 1044078]"
437,633,[ 876232 1001702 1075368 1132789 8090537 8090546],"[1044078, 8090537, 1106523, 12302069, 854405]"
438,636,"[  848471   857503  1098844  1014948  1139493  5567502  5569327  5590613
 12386122   942151  1075277   825289   839656   866211   897954   913144
  5592931  8358933 12810393 15924983   868683   884945   951227   993638
   899624   989919  5570408  1094308 12524067  5981074  6554202]","[1106523, 866211, 5981074, 1029743, 5590613]"
439,637,"[ 1106523   926905   987044  1004906   937454  1013928  1082185  5568378
 16729415]","[926905, 1029743, 899624, 1016800, 1037840]"
440,638,"[  874753   940947  1006184  1059347  1065380  1075175  1082185  9881592
  9884484   854852   878996   913052  1014948  1053282  1053530  1075032
  5591170  7166863  9419528 12384629   933835   971922  1009977  9521787
   844179   865456   872137   890620   960732   973890   979707  1029743
  1120928  1124352  6034857 15926775   862335   963339   963971  1030981
  1068561  1115175]","[1127831, 1029743, 825343, 844179, 999858]"
441,641,"[  831628   832001   903350   916993   923789   948650   993466  1027216
  1034462  1051211  1051516  1103902  1104349  1130517  1131830  5572803
  6034857 12263463   819978   847066   882489   908318   988736  1034956
  1082185  1105301 12301109   958601  1135476  1137688  1083548 12262830
   993638   916122   847374   918676  1009368 13213240   999858  1108963
   920191   938118  1111722  1137775]","[885863, 1127831, 866211, 933835, 9245106]"
442,643,[  829323   865456   899624   925862  1029743  6463729  6463826 10150194],"[1029743, 854405, 899624, 866540, 1106523]"
443,644,[ 951197  979707 1082185 1121808 1136375],"[5569471, 1027168, 1028995, 1018740, 8065410]"
444,647,"[  835819   867020   906625   940766   951590   953180   995198  1006184
  1083446  1104856  1116096  7025250  7025326  8019808  8069118  9245106
  9296821 15926887   819978   829621   933835  1029743  1031087  1043751
  1043920  1110721  5995177  7168383  9859133 13189726   844179   849003
   859075   881101   889509   913038   925178   935393   937928  1050534
  1076769  1103902  9527184 15926886   863030   945998  8090513  8090536]","[1043751, 819978, 1018740, 916122, 899624]"
445,648,"[ 829645 1019643 1026118 1043837 1082185 9546982  839419  879677 1033142
 1051516 1081177  979707 1022254 1092303 1130877]","[854852, 1081177, 1057102, 1029743, 839419]"
446,652,"[ 831587  883202  982537 1008032 1067695 1070727 1081177 1085138 1101932
 9419470  832678  890610]","[832678, 1029743, 1106523, 1070272, 1051211]"
447,653,[1035207],"[844179, 5569230, 1029743, 1043751, 1056509]"
448,654,"[ 1056509   822259   832678   866211   899459  1024998  1034176 10143885
 15926775 15926886   856252   859075 12599756 15574281]","[1034176, 844697, 8090521, 944137, 864893]"
449,655,[  951590   987734  1075282 12946027],"[999858, 844179, 1106523, 1029743, 1044078]"
450,658,[ 1044078 15926887],"[1081177, 1044078, 866211, 844179, 1106523]"
451,660,"[  829621   854354   987122  1056509  1116020  1130375   872137   906026
   916122   960613   966778   926884  1007549  1016782 10456568   893221
 10150194 12988031   832678   862010]","[953561, 886996, 1029743, 971922, 1043787]"
452,661,"[  916122   992151  1014948   986912  1001475   904359  1004596  1055403
  5569230 13158064 12731432   915459   962991  1023196  1040346 12262778]","[1044078, 5569230, 986912, 1138292, 910032]"
453,662,[ 901916  965766 1070272 1115098 1115971 8293447 1038214],"[1070272, 1029743, 8090537, 983584, 1137346]"
454,663,"[  864857  1082185  9881592   837908   899624   959830   978077  1080153
  1088414  6554400 12263841   823704   890695  1042907  1075470  1122568
  1135476  5565925  5585510  8090509 12302069 12810393 15926886]","[8090521, 1106523, 8090509, 8090537, 878996]"
455,666,"[  854852 12302069 16729415   844179   825749  1001827  1014948  7410304
   998741]","[1106523, 844179, 1044078, 916122, 6034857]"
456,667,"[  885217   918684   979707   981370  1022254  1029743  1034955  1082185
   862335   908064   912301   990656  1016800  1044078  1075214  6534330
   823704   910673  1121656  1123842  8203851 16100266   921836   925579
   938622   944564  1134210]","[1022254, 1106523, 1072523, 844179, 1044078]"
457,668,[1042942],"[878996, 5569471, 6034857, 8090537, 1022254]"
458,669,"[  846045  1062128   957080  1082185  1126899  5568320  5568729  5570048
  8090545  9396705 12171765   866211   951412   971922   991874  1018740
  1060912  1135476   985999  1019643   942778  9368337]","[878996, 1126899, 866211, 951412, 866871]"
459,670,"[  831161   848319   867138   868683   909268  1003031  1029743  1068719
  1091520  5591083  8090509  8090521  8090536  9420181 12263857 12385477
   891505   948381   957951  1065538   885863  1043187  1087268  1091158
  1128812   882247  1082185 12987976]","[1029743, 839419, 1127831, 882247, 885406]"
460,671,[ 899565  951590 1029743 5568378 5569327 8273833 8293447  862866  866211],"[1137346, 1029743, 1046545, 8293447, 899624]"
461,672,"[  830245   871061   891516   899624   916993   958027   972931   983584
  1048299  1074333  1099510 12781777   844179   897125   912301  1061688
  1070272  1107039  6533362  8090532 12949590   884344  1124077  6391497
  6552565  6534030  8090546   898068]","[8090537, 1044078, 1029743, 965267, 983584]"
462,673,"[  834572   839152 12985761   859259   935393   982790  1074754  1106523
  1121360  6423911   871756]","[1106523, 1029743, 925862, 878996, 5563934]"
463,674,"[ 1096261  6602697  1037863   866043   866211   878996   931255   948832
   950206   954651  1029743  1043971  1082185  1097849  1102949  1127179
  1135476  8273833 15926507]","[948832, 836445, 1025611, 908318, 856827]"
464,675,"[ 985055 1024731 1044078 1101010 9245108  942525  986912  871188 1121384
  822161  825218  842140  845208  845462  910673  919423  920112  920145
  934948  946484  961792 1048352 1063577 1068719 1106523 1116096 1139142]","[1106523, 965766, 925862, 944534, 1044078]"
465,676,"[  947798  1108131   820321   917033  1095227   819927   862335   872342
  1038663  1103147  1116020  1137010  5568378 12810393  1000753  1069522
  1070702  1106523  1108844   913278   951590  1015280  1081177  5592931
 12132685 13213057   820291   994685  1042907  5569172   907631   970747
  1016800  1068504   836445  1123022  9831469   869728   965766   972665
  6464086   903609   993638  1051323  1104647]","[1070702, 5569230, 893018, 844179, 1012587]"
466,680,[ 873627  900586 6424460],"[12301109, 854852, 844179, 823704, 5569230]"
467,681,"[  850102   859075   872066   890695  1014948  1086384  1102003  5568378
  6533236  8019916  9677447 12384775 13115407  1029743  1126899]","[1029743, 850102, 892531, 5568378, 890695]"
468,684,[ 880284 9835947],"[1106523, 1050851, 1029743, 986912, 1042544]"
469,685,"[ 1015539  1097398  1098910  6633273  9837076 12810393  5577022  6533608
  1047525  1125530  1139493  5574409   842140   862854   883665   894406
   940766   989830  1031087  1053530  6534077   844179   870547   979707
  1051323]","[1044078, 1050851, 880150, 899624, 916122]"
470,687,[  961447   962816  1122568  5569230 13841744   916122  8090545],"[916122, 5569230, 1106523, 12810393, 8090521]"
471,690,"[ 1101010  1108094  8090993   861494  1037840  1082185   922561   933835
   990797 12810464   844179   896613   969866  1038745 10149640   850925
   874972 12263119   848029]","[844179, 1106523, 5569230, 835098, 1081177]"
472,691,"[  995198   995965  9296821   923670  1016314   946839 13213106   825659
   834117   861899   887393   948832   951197   960613  1010051  1027168
  1029743  1037631  1089986  1097761  5995985  9672070  9884698 10457532]","[1050851, 5569471, 834117, 1046827, 5568845]"
473,692,"[  878996   972416   839766   901776  1019643  1043301  1051516  1082185
  1135834  9677543   992529  6034857 12810464]","[1004436, 878996, 1060673, 1034176, 1135834]"
474,693,"[  948670  1016210   832001   979707   991223  1029743  1044188  1128240
  6633342  9187298 12301073 12301109   849297   865528   971957   987044
  1008324  1016782  1050534  5564526  5567037  6443332  9803810 13841744]","[916122, 854852, 1122358, 1029743, 999858]"
475,694,[ 819978 1101010 8090537 9487613  955687 7025046  951590  993638],"[1029743, 1106523, 1037840, 5569230, 8090537]"
476,695,"[ 1136719   866211   995965  1029743  1096635  1110039   946839  8249063
   954495   839656   867272   880050   903350  1002771  1048962  1060872
  1079228  5981267  6514160  6633224  9837076   829645   893018   824931
   829138   888054   949784   950463   999270  1043730  1101173  1115098
  1123022  1136524  5591170  5592094 13039088]","[1029743, 878996, 865456, 965267, 839419]"
477,696,"[  839419   865156   868548   877803   878996   902172   904574   921504
   933835   995896  1014509  1022969  1031864  1035321  1062117  1101010
  1131321  7466252  9803718  9836460 15926886   967041  1022097   873964
   879393   912704   940731   999104  1082185  1092588  1126703  1126899
  1130458 10457044 15972074   846764   859259   901062   964835   970747
  1012801  1037417  1047619  1089025  1098485  1131488  1135552 10285005
 12648296 13382402 13777408 15926775   843898   880427   909714  1116005
  1135476]","[1029743, 976199, 5569471, 1127831, 878996]"
478,697,"[  857503   893676   912807  1138854 12696089   843346  1053016  1068719
  6463742]","[1127831, 1070820, 985999, 930118, 916122]"
479,698,"[ 5569327   993638   844179   862682   870515   880427   999104  1054402
  1082990  1132968  1135006  5592261  8019977 13877192]","[1106523, 1029743, 8090537, 866211, 1081177]"
480,699,"[  857503   865456   877137   885697   899624   941883   947201   949965
   962229  1027835  1029125  1037863  1043301  1047619  1095374  1098844
  1128244  8020234 12384565]","[847066, 838186, 1046545, 1029743, 902172]"
481,700,"[  899459  1008547  1027068  1038985  1056509  1069863  1082185  1101010
  1106523  1118244  1130858  5564901  5569845  9707240 15926844]","[1044078, 1029743, 899624, 844179, 823704]"
482,701,"[  835098   837304   867469   878996  1029743  1113111  6463445  8065410
 12731701 13506200]","[5569374, 5569230, 5585510, 1106523, 835098]"
483,702,"[  871402   982790  1029125  1038692  1056509  1082185  1126899  9526671
   858373   962229  8090509  8090521  8090532  9527159  9835960  9836693
   854405   859075   865174   866211   877210   910964   919681   960732
  1060831  1077429  5592931  6552438  8020234  8090537  9835947   881249
  1012941  1069312  1112238 12731432]","[899624, 1029743, 865456, 1024306, 5569230]"
484,703,"[  843111   846764   883068   902172   956284   967144   995876   998444
  1007512  1018740  1082185  5569230  5578547  5582712  6464166  6602697
  9419198  9527558  9884484 12262830 12301839 13871141   916575   921504]","[916122, 1043751, 901776, 1007512, 940947]"
485,705,[1070820 1004945  835530 1063907],"[1106523, 878996, 1029743, 1081177, 999104]"
486,706,"[  819978   829291   835098   859075   862335   867547   868548   890695
   901062   904574   908064   913210   930283   933835   948650   971922
   983584   985893  1018740  1040867  1051516  1056509  1068078  1082185
  1087102  1109249  1117219  1127831  1128182  1136755  5568378  5569327
  7166861  9487885 10456568   917816   979707 15831209  1093571  5578437]","[1029743, 1043751, 5569230, 5569471, 834117]"
487,707,"[ 1029743  5568378  8090440   913210  1037965  1087851  1105450  6513713
  9268695 13907062 13907063 13911462   849018  1006184  1082185  6463727
 12301109   881101  1002735   965766   985866  1130517   879280  9521679
  9832070   945244  1044078   851903   858419  1013167  9881592   841309
   866211   945662  1056621  1042942   840322  9420140  9836106 15926507
  1115098  1132911   842522   838186   968687  1004857  1039578  1042438
  1080677  1094723  1125199   844179   859129   940766  1121053  5568320
  5569471  6533608  7409907  9677949 13213475 13382327  9655212   908064
   950200  1056778]","[916122, 5568729, 1115175, 1127831, 1027168]"
488,708,"[  829685   890610   969039  1059593  5568378 12949855   839818   881101
  1003487  1053530 15924983]","[1029743, 878996, 838186, 916122, 965267]"
489,709,"[  827667  1016276  1082185  9832070  1134414  5591777  7410335 15926886
   933067   940090   944564   963727   999270  5568378  8090521  8090537
   994995  5568606 12132312   850562   863762   993638  5569230  5569845
 10344585 15926775 15926844]","[916122, 1044078, 899624, 844179, 1081177]"
490,710,"[  839818   861279  1016276  1082185  9803601  9881592 13841744   862010
   944139  9487286   871756  1068719 12301100   912451  1067779   940278
  1044078  9653714  1098284  1118623  1020208]","[1106523, 1044078, 5569230, 1021116, 944139]"
491,711,[ 866211 6533581],"[1037840, 1029743, 1106523, 5569230, 983584]"
492,712,"[ 1008739  1070820  1131321   823990   908318   963365   995896  1082185
  1100927 12731685   904236  1006184  1018822   901397 15972298   822049
   823775   825665   842140   872137   878285   890620   902172   921504
   962717   965842  1006878  1056509  1104414  1110743  1118481  1135044
  7168026  8019628 13133916 13381483 14077333]","[834117, 823721, 908318, 1127831, 921504]"
493,713,"[  883068   962229  1016276  1082185  1100533  5568378  5569230  7166756
 15926886]","[1029743, 5569230, 5569471, 854852, 846417]"
494,714,"[ 854042 6534030 8090521 8090537  944139  951190  990897  961447  859075
  893867 1081177  843898 1072523 7168383  823704 5569374 5569471 5569845
 8177622 1082185]","[844179, 899624, 8090537, 865456, 823704]"
495,715,"[1037863 1103629  833598  890610 1029743 1121360 6464086  843206  903602
  916122 1004390 1015532 1041512 1118757 1127758 5568197 5569845 1029313
  869047 1123842 9833277 6463943]","[986912, 1106523, 1087102, 885863, 819978]"
496,716,[ 998556 1051516],"[916122, 999858, 930118, 985999, 897954]"
497,717,[1102949],"[1106523, 986912, 1029743, 5569230, 940947]"
498,718,"[  835558   857981   894627   915874  1020404  1082185  1135573   844179
   916122   932863  1094308  1103902  5585510   854042  1051394 13672065
   831712   892768   819978   821209   829323   882089   920025   921504
   961756   989069   999270  1012307  1054262  1062002  1075214  1122568
  1128240  1131321  7087364   859010 13775274   976199  7409644   845265
   909268   917384   995876  6034857]","[965267, 913210, 834117, 835098, 916122]"
499,719,"[ 999720 1082185 1099802 1106523 7166862  847207 7168026 9487534 9487325
  907418  915874  927382  978343 1138292]","[933835, 1040807, 1106523, 819978, 5569230]"
500,720,[  819840   909714   948650  1056212  1081177  1055504  1115069 13002975],"[1055504, 854852, 909714, 1056212, 1115069]"
501,721,[1074754 1116297],"[1126899, 1106523, 960732, 1127831, 906838]"
502,722,"[  854852   918676   995965   899682   927382   959821   982955  1068719
  1098844  1099802  1106523  1116741  1131133   960253   865174  1082185
 13072944   830526   865233   866211   925854   929341   951954  1036347
  1062117  5570383  6552438 10455984  1135476  8090440   870315  5565802]","[916122, 878996, 857503, 866211, 6034857]"
503,723,"[ 825343  827079  844179  934948 1043301 1043920 1081177 1082185 1082212
 1104481 9419443]","[878996, 1105488, 999104, 9419443, 916122]"
504,725,"[  845208   861279   899624   859075   879504   916122  1128016  1134414
  9526537 15717057  1012315  1046584  1092937  1131321]","[899624, 1106523, 1044078, 1046545, 6034857]"
505,726,"[  852360   916122  1097849  1130858  8067128 13906641  1042438  1139782
  1001277]","[878996, 1000237, 1101706, 859427, 995965]"
506,728,"[1122358  913278  977798  996444 1020604 1111986 1044078 1069039  825343
  843898  870315  871061  904997  921504  962185  976199  999270 1072523
 1106271 1131321 1132771 1136732 1139786  960732  873964  992622]","[1044078, 844179, 885863, 1029743, 863762]"
507,730,[6979253],"[1126899, 1006878, 1122358, 960732, 878996]"
508,731,[ 849202  950202 1128016],"[1029743, 5569230, 5569471, 1106523, 986912]"
509,733,[  870390   964521  1063577  7443137  1123434  5569471 13512017],"[5569471, 1029743, 1106523, 1042942, 999779]"
510,734,[ 847803 1068292 1082185 1131529],"[1000753, 1070702, 854852, 965267, 831628]"
511,735,"[  826385   883202  1004906  1010590  1037863 10143885   887428   896958
   917543  1106523   845208   951590   965766  1029743]","[1106523, 1029743, 1043663, 949023, 999250]"
512,736,"[  904997   923723   925694   955921   981103   990897  1004906  1029743
  1050851  1059902  1082185  1112205  1116741  6039859  6602729 13115813
 13189991   913038   834303   841236   896074   968391   974958   976199
  1118757  5569230  5581335  7168026 10150194]","[1029743, 5569230, 918684, 955921, 1106523]"
513,740,"[  921836   942525  1104481  1139638  5565453  7025250  9483753  1135476
   866211   898068  1044259  1051516  1082185  1132771  6034857  7151074
   842470   854754   889533  1104414  8019968  8293439 10457237 12132315
   953180]","[1029743, 1024306, 6034857, 1051516, 901062]"
514,741,"[  854852   871756   878996   901666  1056509  1128240  1131321  8357613
 13213604 13380863 13877012  5567325   845208   897165   945662   955587
  1022254  9655528  9832070 12524086 12525302 12731685 12810391]","[916122, 899624, 1106523, 13213604, 854852]"
515,743,[5591777  962185 6979753],"[1106523, 916122, 1059902, 925862, 1022254]"
516,744,"[  853448   999104  1026984  1082185  1131321  6034857  9832160   848029
  1001412  1135476   863632   844179   878996   963971  1123106 10282425
   874972   993638]","[844179, 5569230, 852856, 5569471, 1022097]"
517,745,"[  846823   959219  1022254  1030981  1034028  1037863  1082185  8069350
   836645   996009  1046816  1075214 16729299   823721   906335   943286
  1024998  5564906   892531   979987   999198  1109014]","[6034857, 854852, 854754, 1127831, 8069350]"
518,747,[1019247  928584],"[8090537, 5569230, 1011861, 1128240, 8090509]"
519,748,"[ 5569230  5570199  8090521 13910669   893018   982790  1056509  1075470
  1103476  5585510 15717057   839419   918345   951590  1128240  1138292
  8090509  7025362  7025496  8249513   829291   968363  1037417  1139023
  5569327  8090537]","[1106523, 8090521, 8090537, 1044078, 8090509]"
520,750,[  950206  1076769  5569327   965766  1106523  1110244  8090521 12301100],"[866211, 1106523, 12301100, 1044078, 844179]"
521,752,"[  885863   911388   943892   986912  7168286  9655212 10285335   866211
  1002850  1082185  8019628 15831255]","[999858, 986912, 1042907, 1027168, 883003]"
522,753,[ 896085  976199 1009187 1082185 8293439],"[1029743, 847207, 5569230, 1026118, 866211]"
523,754,[1036347 1055504 1082185 1130517 5574108],"[866211, 1127831, 1036347, 901062, 1005274]"
524,755,[ 892500  901211 5568320 9523058],"[971922, 1105488, 1137775, 878996, 1070845]"
525,757,"[  829950   858001   884686   930603   933354   962229   984054  1004906
  1008547  1040346  1042438  1044078  1082185  9296919 13115666]","[5569471, 5569230, 852856, 10149640, 930344]"
526,759,"[  824661   831223   907099   921406   940766   954673   998444  1027849
  1082185  1111786  9677236 13008412 13417761 13876348]","[5568447, 1106523, 986912, 9553288, 1029743]"
527,761,"[ 856252  887984  898068  924864  932863  944256  956902  960791  965292
  996087  998444 1004385 1027168 1030182 1056509 1065380 1067749 1082185
 1083787 1088414 1104343 1104856 1110857 1119405 6034857 9707240 9859111
 9935616  859427  995965 1131374 9487606  957951  871563  874972  911974
  962615  974524 1000237 1001827 1035691 1038174 1042907 1048237 1072523
 1075032 5569230 5569471 9834742]","[1029743, 976199, 1106523, 866211, 1081177]"
528,762,"[ 986912 1034028 1059823 1060673 1079631 8069230 9445671 9827950  901062
  909714  957736  998444 1082185 6534030 8090532 8090536 8090537 8090539
 8090545 9527159  999090]","[986912, 1070820, 866211, 878996, 854405]"
529,764,"[  878996   898847   904574  1082185  1106894  6979526  7409618  1069863
  1129609  6464069  6464165  9420140 12692328   848029   856252   892503
   968164  5578437 10344586]","[878996, 1029743, 1028422, 965267, 9420067]"
530,766,"[  879445   912704   916990   994685  1026235  1082185 12172071   878996
   901062   908312   929410   959179   996114  1079987  1125278  6034857
  6979437  9547021   838186   913052   972191   993592  1004906  1029743
  1043751  1068719  1102845  1125123  1132911  1135476  6463504  8091601
  9245106   824977  1021715  1096556  7155863 13213567]","[854852, 901062, 1127831, 7024990, 916122]"
531,767,"[  849003   901666   954673   965766   970747   979707  1082185  8293385
 10344586   880150   961792 13653499]","[999198, 878996, 1027168, 1029743, 1102067]"
532,768,"[  894627   913210   962229   834117  1043730 15926886   928585   955687
  1082185  1119667   861279   878996  1107420   899624   982790  1001266
  1026118  1137688  5591939]","[834117, 913210, 1029743, 9526572, 9245106]"
533,769,"[ 876991  897125  929341  963971  979707 1068719 1081177 1135476 1139782
 5568729 6463742 9835509]","[1106523, 1029743, 852856, 5569303, 1070272]"
534,770,"[ 835530  844179  861279  925178  949742  993638 1089568 1092937 5568197
 5569230]","[5569230, 865456, 1029743, 866211, 1044078]"
535,771,"[  889863  1026118  6703964   911388   897954   996114  1139525   901062
  1128271 15972298   831728   930283  6034857   966778  1004906  1070845
  8249513  8249559   933835  8091550   948384   993638  1053282]","[6034857, 916122, 844179, 999270, 986912]"
536,773,"[  859427  1016195  1082185  1130517  5572234  9935616   835973   909714
   951169  1069609  7025250  8293439  9419443  1060673  1101173  5569471
  6533362  6979526 12132685]","[909714, 835973, 1029743, 1022097, 5585510]"
537,776,[1029743],"[1029743, 1106523, 1044078, 1012587, 899624]"
538,777,"[  891961   844991   862318   862725   866211   883003   916122   933835
   934156  1006586  1027168  1029743  1061402  1070845  1087102  1098435
  6533608  6602440  9296856  9677624 13213075 15926775]","[866211, 1029743, 12782182, 5569230, 6533608]"
539,779,"[  822259   832442   832678   904105  1048727   915493   963365  1111080
  6533362 15926507   871337   976199   979707  5564526 12301338   837304
   845208   848319   849018   870515   871611   916122   918684   933835
   959316   973135  1018740  1037337  1051323  1053988  1061614  1092937
  1105301  7167836 13416117   904236   921504]","[976199, 6533362, 5569230, 1106523, 916122]"
540,781,[  925862  1135476 12946027 13654702   836445],"[854405, 878996, 12946027, 854852, 1127831]"
541,784,"[ 866488  965530 1068719  995965 1102250  826690  910473  963971  979707
  990256 1025650 1038684 1051323 1082185 1139782  860248  843450  938596
 1036939 5569230 7441210]","[5569230, 1081177, 1029743, 854852, 999858]"
542,786,"[  860248   903609   972665   977798  1004906  1023196  1051516  1071342
  1082185  1106523  5569230  7144136  7441210   832678   859075   878715
   910032  1027168  1044078  1065538  1123101  1135573  8090521   863169
  1000753  1137344   897954   902037   951561   961980   978077  1029743
  1122358  1125077  1130858  7409941   901062   862799   874972  1007752
  6423786  8291322   842707   866211   920145   931255  1001266  1091809
  1098844  1122568  9881666   836645   940947  1115069 12301100]","[866211, 5569230, 878715, 1106523, 933835]"
543,787,[  909714   999104  1082185  1119942 16729299],"[957736, 999104, 5569230, 934399, 1082212]"
544,788,"[  992649   896757   969866  1028995  1037863  1056492  1081177  5568378
  5569230  5569845  8090509  8090532  8090537 13871141 15926775]","[8090537, 1044078, 899624, 5569230, 8090521]"
545,789,[ 819400  944534  963683  869728  983584 1026118  921504  922561],"[921504, 1043751, 1024306, 1081177, 883003]"
546,790,[ 857981  959821 1139915 6552254 6704207],"[9297055, 1029743, 7409944, 9297310, 1100273]"
547,794,[  865026   890610  1037631  1051516  1082185  1101010 15926886 16100266],"[896613, 1042907, 835098, 8090532, 1126899]"
548,795,"[  899624   932863   948650   956125   985866  1029743  1044078  1069609
  1082185  1138292  5568378  5587656  5590613 10344714 13841744   878290
  1026209]","[1029743, 1043751, 1044078, 910032, 916122]"
549,796,[993638],"[993638, 896613, 1022254, 1135258, 1024306]"
550,798,"[  982790   983897  1016276  6424465 13841744   856060   859075  1013703
  1037417  1122358  5568249 12648296]","[1126899, 983584, 9338009, 986912, 6534030]"
551,799,[1035321 1082185  884945 1048068 1050851],"[878996, 916122, 930118, 854852, 1126899]"
552,800,"[  985999  9655212 10285006   830503   953180  5568378  6391086 12262992
   860703  1031419  1082185  1126808   819927  9677236  9835509   883202
   905353   995965  1090621  1132231   848319  1130029   867020  1110031
  7464370 12132648  9526344   974743  8090537 10344714   932863 10285137
   911974   924864   993826  1008324  1014458  1115358  1119830 16729415]","[913210, 916122, 8090537, 985999, 860703]"
553,801,"[  823704   841220   849003   856252   892531   906335   912147  1001277
  1030282  1070820  1075283  1094924  1116253  7169088  8019628  8119004
  8119318  9884698 16729296]","[1029743, 909497, 844179, 12731685, 9245106]"
554,802,[1016276],"[986912, 1106523, 8090537, 983584, 1024306]"
555,803,"[1048046 1132789 1082185 1123146  969866  825343  965766  844179  985699
 1041688 1050851 1103629 1115553 5592931 8019954 9655212 9677861]","[1044078, 12301100, 844179, 1106523, 861279]"
556,804,[1101010  982790 1122568 1138858 5568378 5569327  871680  934156],"[1044078, 5569230, 1029743, 5587656, 8090521]"
